CONS_NO,FLAG,Mean,Median,Standard deviation,Variance,Kurtosis,Skew,5%,10%,20%,25%,30%,40%,60%,75%,80%,Error in mean
6ADBDD02A137257766E27957BF7FCB43,0,1.358289345,1.22,0.6602676223,0.435953333,12.50856734,2.63009095,0.66,0.782,0.9,0.95,1.006,1.128,1.34,1.585,1.696,0.000637324
D34C71EADDE86F8D8DB779F39DF548E4,0,3.952792527,3.9,1.897930459,3.602140029,2.140447709,0.7027826099,0.938,1.46,2.41,2.73,2.98,3.48,4.276,5.02,5.338,0.0018319792
80C4131138BE0CE685558D335BC8BB47,0,0.3105150632,0.31,0.0740584677,0.0054846566,1.948044717,0.4610825973,0.21,0.23,0.25,0.26,0.27,0.29,0.32,0.35,0.36,7.15E-05
A133A27E710607738B0F85F950B53D44,0,4.647282502,4.66,1.730173471,2.99350024,1.085289343,0.0454424806,1.491,2.452,3.35,3.625,3.866,4.29,5.102,5.76,5.986,0.0016700516
E025B2F6864A15E42563C775EB1E0DFC,0,4.255392062,3.88,1.696366747,2.877660142,2.371310123,1.36241956,2.26,2.56,2.97,3.12,3.28,3.55,4.182,4.96,5.34,0.0016374196
718E44EACC48B32053DA109C48DBD85C,0,3.923141463,4.33,2.168884921,4.704061801,2.610851698,0.4807497502,0.482,0.644,1.384,2.59,3.352,3.81,4.68,5.22,5.42,0.0020935183
B6C280DE13ECF386B370BF9C36358A0B,0,3.147770138,3.32,1.121505361,1.257774276,-0.6174043417,-0.2398528689,1.22,1.52,2.03,2.29,2.55,2.978,3.6,3.98,4.14,0.0010825341
C38F4ADEDB8D4EA10B0A0E5F1815D48B,0,1.235665362,0.62,1.257685209,1.581772084,0.4321524661,1.535507665,0.59,0.6,0.6,0.6,0.61,0.61,0.62,0.64,2.2,0.0012139819
C7DD6DF6D2A13AE265E76E3C33340E0A,0,5.546397274,5.51,1.595684015,2.546207476,1.085638673,0.493280691,3.183,3.606,4.14,4.375,4.58,5.004,5.93,6.585,6.88,0.0015402355
9B76E763D61C3F831ABA83B337B53161,0,1.314453202,1.25,0.3688898954,0.136079755,2.785329595,1.180236121,0.84,0.9,0.99,1.045,1.082,1.16,1.35,1.52,1.59,0.0003560713
77302B84A2F3B44E5AB8B1922E5F80A2,0,1.17902629,1.01,0.6600370849,0.4356489535,3.481023496,1.449308482,0.42,0.53,0.65,0.71,0.77,0.87,1.17,1.505,1.638,0.0006371014
14F827CF318C0FDDEBB71399C622C2F2,0,5.593956905,5.38,1.892590251,3.581897857,0.645494494,0.7720968157,2.99,3.42,4.01,4.24,4.47,4.91,5.8,6.57,6.93,0.0018268246
9ED223D1C8184E785FAC47A6C0062184,0,0.5597933071,0.56,0.2047790028,0.04193444,-0.0146692285,0.0394608453,0.22,0.28,0.38,0.42,0.46,0.52,0.61,0.7,0.73,0.0001976631
12A9F58926DD28069ADFD8870356D5B4,0,2.435803922,2.055,1.364695626,1.862394152,0.6617078182,1.120748341,0.86,1.079,1.35,1.4575,1.58,1.78,2.34,2.9925,3.424,0.0013172738
18E507C20368439DA5921AD8F0A3215F,0,5.66124632,5.61,0.7751845697,0.6009111171,1.204583857,0.4049985472,4.478,4.678,5.01,5.13,5.26,5.45,5.83,6.16,6.27,0.0007482477
B7D9059D7E8C6974939703CBED1FA003,0,4.701364956,4.65,1.563762413,2.445352883,0.1060830487,0.2097635666,2.12,2.75,3.51,3.67,3.846,4.26,5.05,5.64,5.946,0.0015094232
62624271A864F85EE3FF66A5AB1CAD38,0,1.613811833,1.7,0.1515208323,0.0229585626,1.417763069,-1.194076794,1.37,1.37,1.42,1.44,1.55,1.68,1.71,1.72,1.72,0.0001462556
4735C1D87619EC8AB14E88E177953197,0,1.892380952,1.87,0.4514178557,0.2037780804,0.3721637089,0.1120141175,1.234,1.35,1.5,1.55,1.61,1.73,2.02,2.22,2.28,0.0004357315
48D3E3CBEC4F8FA6EA7F8C30D1D98A66,0,0.6944206426,0.47,0.7520982542,0.5656517839,22.61891156,3.859619709,0.13,0.196,0.27,0.31,0.34,0.39,0.57,0.75,0.858,0.0007259636
07219C0BB42F6E5B0C8849BB22648DDC,0,4.159259625,3.72,1.412317687,1.99464125,1.67500696,1.270453289,2.512,2.76,3.09,3.19,3.29,3.49,4.032,4.9,5.276,0.001363241
BC54288D2985C2D2AD86C01A7CE791F3,0,3.143966862,3.06,0.7648321065,0.5849681511,3.200614076,1.160906886,2.08,2.27,2.56,2.68,2.775,2.92,3.23,3.51,3.61,0.0007382549
6891590FF5B85CF891D616866609143D,0,1.850364532,1.84,0.4859231085,0.2361212674,3.977286633,0.2258716001,1.137,1.39,1.558,1.61,1.66,1.76,1.92,2.09,2.15,0.0004690377
7BB94CF045F97F707BF763B99B83B3CB,0,4.42496592,4.38,1.222774413,1.495177265,1.355269967,0.559822509,2.573,2.892,3.3,3.515,3.71,4.084,4.71,5.18,5.398,0.0011802842
7F10C62F6E7D32AA226E2C236506E0F3,0,4.763672261,4.7,1.072839008,1.150983537,0.840701419,0.4695619613,3.156,3.462,3.864,4.01,4.15,4.44,4.99,5.44,5.64,0.0010355589
4907C59DFA179548FF28D7D555A5E73D,0,0.1593255132,0.15,0.0938387394,0.008805709,127.1196791,10.60099041,0.12,0.13,0.14,0.14,0.14,0.15,0.15,0.16,0.17,9.06E-05
B26EC3902FEB13D5C6C5C029F529D22D,0,3.084660194,3.045,0.8021471617,0.6434400691,0.0065845641,0.2136945312,1.87,2.05,2.37,2.48,2.63,2.83,3.29,3.62,3.76,0.0007742733
FA140549421CF197261D44B3B3F58446,0,4.282958984,4.33,1.642736712,2.698583904,0.2417578125,0.0566935401,1.3115,2.203,3.036,3.2675,3.47,3.872,4.65,5.25,5.59,0.0015856532
48EB43C742DC2CB53B3F73A1242BA3F8,0,3.655696078,3.37,1.293421646,1.672939554,2.614342385,1.327838175,2.06,2.329,2.67,2.77,2.87,3.12,3.69,4.25,4.53,0.0012484765
03864075C24E2D11DCB8F9AEA3AB76EC,0,4.887647059,4.715,2.085689865,4.350102211,3.725773749,1.335634237,2.3295,2.579,2.98,3.22,3.487,4.146,5.244,6.03,6.372,0.0020132142
062BC5F878747922CD57A536FB98F28A,0,2.94326791,2.73,1.028748557,1.058323593,4.628033489,1.794290172,1.81,1.948,2.15,2.23,2.33,2.52,2.968,3.34,3.53,0.0009930005
F24B8D6DCACB0A720B1897607B2B96EF,0,2.082033236,1.31,1.867088729,3.486020324,1.482341067,1.376396179,0.43,0.52,0.62,0.67,0.69,0.86,1.84,3.105,3.672,0.0018022092
55E699A8744111ED92BD0672C03C0F8A,0,1.858357771,1.79,0.7258251537,0.5268221537,0.1615673942,0.5320011476,0.79,0.92,1.21,1.34,1.45,1.63,1.93,2.335,2.48,0.0007006034
4E988CB190C4E4CA76CB214C5230BCD3,0,2.285131965,2.03,1.207425313,1.457875888,12.21549323,3.191146812,1.21,1.39,1.58,1.655,1.716,1.88,2.192,2.525,2.702,0.0011654684
F40D0293A6627DE96FAA9EBCB342DCEA,0,0.9406634146,0.89,0.3751293382,0.1407220204,70.5788417,6.885577784,0.64,0.69,0.76,0.79,0.81,0.85,0.93,1,1.03,0.000362094
EBF525657644517229947048A4332776,0,2.926911046,2.53,2.048127262,4.194825283,0.7693732242,1.027563449,0.501,0.69,1.1,1.3,1.56,2.02,3.01,4.005,4.542,0.0019769568
8323C3B64D8A630846333888593D10D1,0,1.718542074,1.29,1.569703344,2.463968587,4.770519826,2.132007636,0.26,0.441,0.72,0.83,0.96,1.154,1.41,1.79,2.018,0.0015151577
CC08694A2893D24CDF94E8EB34428989,0,0.4607526882,0.43,0.1285700386,0.0165302548,9.926675427,2.655140799,0.34,0.36,0.38,0.39,0.39,0.41,0.44,0.48,0.5,0.0001241024
1D659C3630E763651733F7A1EB2B109D,0,4.805009804,5.04,1.431229938,2.048419136,-0.7852492384,0.0791490241,2.73,2.91,3.2,3.3475,3.577,4.582,5.34,5.86,6.07,0.0013814961
7388107C0553C9A78EC02B93F82DEE0C,0,0.4851650485,0.36,0.2661059252,0.0708123634,2.556626184,1.900228516,0.32,0.32,0.33,0.33,0.33,0.34,0.37,0.53,0.66,0.000256859
2085B566F88BE3C8190DF0DE7013DBD6,0,2.044633431,1.95,0.6774952701,0.458999841,0.8095471697,0.751645049,1.14,1.272,1.45,1.51,1.59,1.74,2.152,2.48,2.63,0.000653953
853AC217ED0F7C915360B429E5E85FF3,0,4.637636187,4.54,1.112738911,1.238187883,4.096797005,1.182346793,2.9935,3.49,3.844,3.95,4.08,4.31,4.76,5.1325,5.336,0.0010740723
63B8EE73017AFBB8EAB31A749353EC4D,0,1.017441406,0.93,0.4765732771,0.2271220885,0.5922065531,0.8939217509,0.48,0.52,0.6,0.64,0.68,0.79,1.05,1.3125,1.41,0.0004600128
5AA292BF74D22FC511CA9E21C3DB5907,0,5.083404878,5.12,0.3447128801,0.1188269697,16.65616541,-1.997117798,4.612,4.66,4.79,4.83,4.86,5.06,5.18,5.31,5.39,0.0003327344
2FBBA80E7F1880DC406A0AB8C5E8CCFE,0,2.52107949,1.94,2.08393943,4.342803549,12.06577105,3.190035758,0.939,1.07,1.29,1.39,1.49,1.71,2.23,2.795,3.04,0.0020115245
1C972A313A07D57A416A75EE0B4876CA,0,3.934410906,3.86,0.9702819663,0.9414470941,1.588337178,0.8158843837,2.483,2.81,3.19,3.335,3.46,3.664,4.05,4.41,4.548,0.0009365656
E76BAA61DC64801F95A1D3EA4E72A286,0,0.2971372549,0.16,0.1980182503,0.0392112275,-1.304785692,0.5526358922,0.12,0.13,0.13,0.14,0.14,0.15,0.36,0.51,0.55,0.0001911373
2474579E3F72040C43E92D9EE3C940ED,0,1.851548887,1.98,1.118417834,1.250858451,-0.8107770149,0.3105759432,0.4,0.442,0.7,0.79,0.86,1.15,2.31,2.7,2.89,0.0010795539
4C565E8AAB3A366959D1977382FD55A0,0,0.0593293886,0.02,0.1806578523,0.0326372596,84.1700016,7.887367804,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.04,0.0001743802
1565C084D5B1D0A98ECBE71954B4A284,0,3.570963035,2.635,2.566415317,6.586487582,1.870188257,1.486036142,1.14,1.337,1.67,1.7975,1.921,2.23,3.262,4.5425,5.142,0.0024772349
C659D3ED011289C7F311D9816A85918D,0,1.795239961,0.97,1.677226254,2.813087908,3.188101081,1.530996901,0.26,0.36,0.49,0.56,0.62,0.74,1.49,3.03,3.32,0.0016189443
CF4989F785A0E58F6E6B9158B3F140E8,0,1.733677043,1.54,1.175282145,1.381288121,3.516436833,1.234665336,0.18,0.287,0.76,0.9075,1.01,1.23,1.87,2.44,2.65,0.0011344422
65E47AA67F7E9A1D2DF67F042DDE4BCA,0,4.434886476,4.11,2.527705906,6.389297146,3.42400992,1.423339114,1.086,1.552,2.19,3.13,3.45,3.84,4.42,5.33,5.906,0.0024398706
DB0CD651581F1E9E361EBEA9BFA6433B,0,2.517763547,2.58,0.4534028944,0.2055741847,3.143137575,-1.307298924,1.594,1.912,2.298,2.35,2.4,2.49,2.66,2.8,2.85,0.0004376476
D1C40A925403CE98CB9AF29269ADBC17,0,5.104302439,5.08,1.48204914,2.196469655,0.0776371958,0.2456765412,2.72,3.208,3.888,4.09,4.3,4.68,5.41,6.05,6.342,0.0014305494
1919722AB39B6724557AAAFDC4605654,0,1.411448276,1.27,0.63415801,0.4021563817,2.927713938,1.228750889,0.61,0.78,0.95,1.02,1.06,1.16,1.39,1.735,1.882,0.0006121216
B9E5E3B39D04F8AD13FE7611AE3150CF,0,3.797674877,3.67,1.053039141,1.108891433,0.0478404901,0.5996845801,2.26,2.49,2.87,3.095,3.26,3.49,3.88,4.305,4.594,0.001016447
DF2E28F35128B44D06A9F79AC19452A6,0,4.721028404,4.86,1.492037632,2.226176294,-0.0966147195,0.0199740175,2.15,2.47,3.3,3.64,4.02,4.52,5.17,5.72,5.94,0.0014401908
35C475E7DF80E1919B0A3C42B42360FC,0,3.740791789,3.58,1.05700175,1.117252699,1.464182132,0.8581737801,2.29,2.54,2.89,3.025,3.14,3.37,3.83,4.29,4.55,0.001020272
3F335B2221F0E9C60D40A31C62055B79,0,1.982426901,2,0.8651925245,0.7485581044,-0.0158794809,0.1072296897,0.4725,0.785,1.27,1.4125,1.545,1.77,2.21,2.55,2.66,0.0008351279
61F21EBF1F9F7CB09D77C40EFDBA53AA,0,3.189081935,2.98,1.470209796,2.161516844,7.135259564,2.028028762,1.322,1.83,2.27,2.41,2.54,2.758,3.172,3.58,3.78,0.0014191214
8DF5BAF2BA2A44360843DEF7E2766407,0,0.570155642,0.56,0.2069050817,0.0428097129,30.17901964,4.078061779,0.31,0.33,0.48,0.49,0.5,0.528,0.582,0.62,0.64,0.0001997153
3B92DDE5371AB64C89ECD48F64766DB7,0,0.3116439689,0.29,0.1087591413,0.0118285508,45.73749857,6.408114895,0.26,0.27,0.28,0.28,0.29,0.29,0.3,0.31,0.31,0.0001049799
7DF81420FCCA00A3173B4BED4FAEF42F,0,2.009635827,1.84,1.083710359,1.174428143,5.38194319,1.789513228,0.5675,0.77,1.31,1.42,1.515,1.67,2.01,2.38,2.54,0.0010460525
4621C0BDED162BBBE1380E81FB9B6EDE,0,1.437364798,1.44,0.0602940438,0.0036353717,103.2309377,-8.818278051,1.41,1.416,1.42,1.42,1.43,1.44,1.45,1.46,1.46,5.82E-05
043CE7E89921FFC804B63B2CAA583EB7,0,4.302384236,4.3,1.179181104,1.390468077,-0.0882477077,0.0921660817,2.387,2.774,3.288,3.49,3.652,3.98,4.63,5.105,5.33,0.0011382057
D2ED16DC920D3B113DC2F825ACCF1972,0,3.097352362,2.3,2.752608289,7.576852392,3.145452095,1.648169307,0.38,0.52,0.82,1.0475,1.335,1.81,2.84,4.2425,4.9,0.0026569578
F5BD6EA8EF786A2E477852D6DC55F136,0,1.183490196,1.04,0.7328105888,0.5370113591,1.064068786,1.058428228,0.11,0.38,0.678,0.76,0.82,0.94,1.15,1.39,1.612,0.0007073461
D3C11DAA2421515ED142FAD7CEC8DD6A,0,3.416256109,3.41,0.9646179703,0.9304878287,0.2036644187,0.3362461516,1.96,2.19,2.55,2.69,2.81,3.12,3.69,4.09,4.22,0.0009310984
EE3F9297A4B88EE25E3C829BE303748A,0,3.586071076,3.47,0.8502864914,0.7229871175,0.6251461551,0.5701592904,2.36,2.57,2.88,3,3.09,3.28,3.702,4.12,4.28,0.0008207399
8E564A679BD291162E8F80D5D70827B5,0,2.271487685,2.2,1.183035516,1.399573031,0.6145834768,0.5799259294,0.43,0.77,1.29,1.44,1.55,1.806,2.49,3,3.222,0.0011419262
1D551A973B2EFC2F3EE4C3A635ECEF83,0,0.7426320939,0.7,0.1367247342,0.018693653,14.84475383,3.261149632,0.64,0.65,0.66,0.67,0.67,0.69,0.72,0.75,0.78,0.0001319737
9A5CF730BE19CF8648899C17ACC7DE45,0,0.4488574219,0.47,0.2812073592,0.0790775789,-0.6284595537,0.4760640517,0.16,0.16,0.17,0.17,0.17,0.17,0.58,0.66,0.71,0.0002714357
49CBBF4540104D812622B87E84D0B70E,0,4.479398642,4.24,1.396031903,1.948905075,14.40327882,2.844335626,2.935,3.18,3.51,3.66,3.79,4,4.54,5.02,5.19,0.0013475211
9E9ECEA5AAC5FE0F4D4FFDC2FE3CB0F5,0,4.089317073,4.19,1.683849153,2.835347971,-0.0380545204,0.0426831477,1.144,1.424,2.818,3.14,3.362,3.78,4.53,5.14,5.404,0.001625337
709274C5B219FB87636DEF7ECC32ED37,0,0.7564970646,0.65,0.2910029593,0.0846827223,1.250134776,1.33246736,0.46,0.49,0.53,0.55,0.57,0.61,0.7,0.87,1.018,0.0002808909
CD46901143036CC2DF2B38B06504CAC5,0,4.076479146,4.23,1.544603672,2.385800504,-0.4012857371,-0.1023150181,1.53,1.84,2.54,2.99,3.29,3.8,4.63,5.17,5.39,0.0014909302
C72987DF8079384D4D0E3FAF299CB37D,0,2.138495146,1.98,0.8062947006,0.6501111443,2.228690496,1.301515466,1.149,1.32,1.58,1.6625,1.73,1.87,2.1,2.4075,2.54,0.0007782767
DF352F0A22FF6CA80F5586FEB55CA27D,0,0.5433496094,0.52,0.1386212335,0.0192158464,-0.6902515314,0.0459911156,0.34,0.37,0.43,0.44,0.46,0.48,0.56,0.67,0.7,0.0001338043
B101ED771DF7DF5C0020F675032411C3,0,2.362197483,2,1.714960028,2.941087899,15.44218737,3.375030748,0.8,0.992,1.324,1.46,1.57,1.79,2.262,2.67,2.92,0.0016553668
D91D96CA0B5C9991C94F3F256B07CEBF,0,4.127656863,3.85,1.827044112,3.338090186,6.707469022,1.54997837,2.11,2.27,2.5,2.6375,2.76,3.12,4.31,5.1925,5.584,0.0017635561
8DC2589C3722ED463D442FFE68DCF2CC,0,1.265457227,1.16,0.6640262929,0.4409309177,7.619033397,1.912323005,0.41,0.546,0.782,0.85,0.92,1.05,1.306,1.55,1.65,0.000640952
7C66AF4A132D989A0062DF0C1E4DBEE3,0,1.036494645,0.92,0.6904999889,0.4767902346,7.718437627,1.932468012,0.19,0.326,0.5,0.57,0.65,0.794,1.06,1.29,1.44,0.0006665058
FAEA21680A6B3E5F6CA45DD552BA13BB,0,0.6518084066,0.47,0.4994168365,0.2494171766,5.398127752,2.291536481,0.26,0.32,0.37,0.39,0.41,0.438,0.5,0.64,0.82,0.0004820626
75A19C0C1A64A2E67D4BDC269472330F,0,3.962212476,3.605,1.709426227,2.922138027,6.687234487,1.917074469,2.0325,2.305,2.67,2.82,2.97,3.3,3.95,4.65,5.01,0.0016500253
C7B9B26E0AF8A76009D9B326174C1C18,0,3.915150048,3.92,0.0555923157,0.0030905056,-0.382650737,-0.3924088323,3.81,3.84,3.87,3.88,3.89,3.908,3.94,3.96,3.96,5.37E-05
6B23933AC28C9F0B60447622197385E5,0,0.5803216374,0.29,0.7064868727,0.4991237013,21.40730981,3.179528872,0.06,0.07,0.09,0.1,0.11,0.19,0.47,0.84,1.03,0.0006819371
83A96F1B4D599BA57EB7FA280D1CDFC2,0,4.03327821,3.895,0.9609443649,0.9234140725,1.385729293,0.7508919184,2.64,2.917,3.24,3.35,3.48,3.7,4.14,4.64,4.8,0.0009275525
3504833A06D4D7808A66940C1BB4BECE,0,1.977265625,1.88,0.4909072971,0.2409899743,22.65427987,2.92694087,1.36,1.49,1.71,1.76,1.8,1.842,1.95,2.14,2.224,0.0004738487
0E1DEE5AB374CDAD8980EC889BAA2AA4,0,5.431564626,5.39,1.782959269,3.178943756,0.3930949307,0.2094240072,2.624,3.21,3.966,4.21,4.524,4.96,5.808,6.6,6.88,0.0017210032
E8844054A4615E2244A4C94F076F0BE2,0,0.159872549,0.13,0.2393864488,0.0573058719,346.0238284,17.51992176,0.09,0.1,0.11,0.11,0.11,0.12,0.14,0.16,0.17,0.000231068
037777C8A6ED02A7D3684FBFB0B5610F,0,2.810848126,2.63,1.384190909,1.915984472,9.747787777,1.500894389,0.65,1.133,1.72,1.93,2.09,2.35,3.02,3.67,3.92,0.0013360916
7F0B9338D50C6912AD8F3D43A02E7370,0,4.741539216,4.615,1.483064714,2.199480945,0.3256146862,0.5805255351,2.559,2.939,3.508,3.7075,3.91,4.23,4.92,5.61,5.932,0.0014315296
9294C337F8484A3AE9B590F7EA971F03,0,2.133546512,0.49,2.892711068,8.367777323,0.0440245106,1.307013523,0.43,0.43,0.44,0.45,0.45,0.46,0.5,5.205,6.004,0.0027921922
3705AB0B1F98D45165AB9006F312D2EB,0,4.495576355,4.4,1.176104474,1.383221734,0.7246982721,0.6057508016,2.68,3.048,3.52,3.68,3.82,4.11,4.69,5.21,5.43,0.001135236
F704C4A356D01B34E6AA8BD6FACEDCAC,0,1.606702231,1.28,1.015548055,1.031337852,9.588021574,2.551599037,0.67,0.76,0.9,0.96,1.04,1.15,1.5,2.005,2.16,0.0009802587
E8F9050C987F7DC63F5C128C0E244BE0,0,0.9728225024,0.84,0.5861840449,0.3436117345,20.19559465,3.513066559,0.34,0.55,0.66,0.7,0.72,0.78,0.92,1.075,1.15,0.0005658147
66093A3EC5675EFD071CDC8B15AB8D58,0,2.09764878,1.82,1.296466816,1.680826205,1.051540725,1.007491848,0.49,0.674,0.99,1.1,1.24,1.51,2.12,2.86,3.182,0.0012514158
1CA7ADAA2E117FAC613CAA880BF9511F,0,2.762664055,2.66,0.8460398833,0.7157834841,6.049354174,1.394583116,1.64,1.87,2.09,2.19,2.31,2.48,2.86,3.24,3.36,0.0008166408
A58E2AD78917223DD141861B41D61B98,0,1.732106299,1.715,0.449769829,0.202292899,-0.7337055564,0.0748220767,1,1.1,1.29,1.38,1.465,1.59,1.88,2.1,2.16,0.0004341408
5EAD7B1262864436FA508890B12BE96A,0,1.511636012,1.45,0.5473933431,0.299639472,1.103763534,0.7663780803,0.73,0.87,1.05,1.13,1.2,1.33,1.58,1.83,1.92,0.000528372
D5D24C97B5E5FA8BF8AF417E11F16EA9,0,1.22337904,1.12,0.6592756292,0.4346443552,-0.0500127631,0.6263518209,0.31,0.43,0.65,0.73,0.79,0.96,1.31,1.65,1.78,0.0006363664
3A6095BEC7667A0C5B818C670B7EB9C4,0,1.933067847,1.69,1.390260706,1.932824831,46.35464625,5.753997133,0.9,1.01,1.21,1.31,1.4,1.55,1.856,2.15,2.29,0.0013419505
3385FCF37627A03B8A621C68957B257A,0,1.015488648,0.59,1.308051036,1.710997513,19.31695584,3.822617411,0.28,0.3,0.36,0.4,0.44,0.51,0.66,0.82,1.202,0.0012625975
0A3B8FAD53713E165C4DFAB822F744C3,0,1.957298625,1.87,0.7360067061,0.5417058714,1.594702007,0.7493848972,0.94,1.12,1.36,1.47,1.55,1.71,2.06,2.36,2.5,0.0007104312
4002CBAECC94EE10291CBFC42A950811,0,3.923450635,3.67,1.22755047,1.506880156,1.820068998,1.22485333,2.41,2.69,2.994,3.125,3.22,3.43,3.94,4.39,4.58,0.0011848943
59AA295020BDAE7486CAD3E28FB8EE1E,0,0.6548249027,0.66,0.2072908396,0.0429694922,0.3817404497,0.2125958581,0.34,0.37,0.44,0.48,0.53,0.59,0.74,0.84,0.86,0.0002000877
A26A391D56517E577E2622A29E7C8CA5,0,1.144163424,0.99,0.7298614536,0.5326977415,2.646365701,1.483599383,0.22,0.44,0.62,0.69,0.76,0.88,1.14,1.39,1.522,0.0007044995
8CF4357DA7CA19632BB30AA00898E1C9,0,3.406184466,3.12,1.091729891,1.191874154,29.51274179,4.421836733,2.56,2.68,2.82,2.87,2.917,3.01,3.24,3.5675,3.74,0.0010537933
413C8CB53B2139DEC3F708E30F68C511,0,4.01755814,3.73,1.489399871,2.218311975,13.94252028,2.76231345,2.4055,2.702,3.082,3.23,3.313,3.52,3.96,4.435,4.69,0.0014376447
DFBD44E7DB7ED8AC9FAA608F8A2DC2E6,0,4.453992134,4.37,1.515743818,2.297479323,7.57558439,1.100854105,2.544,3.196,3.59,3.75,3.87,4.144,4.626,5.06,5.238,0.0014630732
6D86DDF2FCCE18BF5B16F2E3A3B60226,0,1.809960707,1.565,1.318385308,1.738139821,3.401848834,1.486420075,0.25,0.4,0.75,0.89,1.03,1.288,1.832,2.41,2.652,0.0012725727
8E97B6F2DDDD34ACD49620A883B7B0EB,0,1.250765456,1.27,0.6173803925,0.3811585491,7.743072825,1.242193199,0.43,0.53,0.66,0.73,0.8,1.022,1.43,1.64,1.714,0.000595927
E2AD2EBDB8150C0952F50122BA11BAF1,0,2.986076321,2.83,1.097750066,1.205055207,1.686589267,0.9980787472,1.52,1.77,2.1,2.2225,2.38,2.58,3.07,3.54,3.7,0.0010596043
9A8B6A5BDF99329574D15D03C933EA15,0,1.272976654,1.38,0.7158219491,0.5124010627,-1.122432364,0.0862350039,0.26,0.337,0.484,0.56,0.66,1.008,1.6,1.83,1.93,0.0006909478
4FFBF74FA005DD6BD360BB3914A19B57,0,2.721173618,2.44,1.313204662,1.724506485,7.941973474,2.197357311,1.25,1.57,1.86,1.985,2.1,2.27,2.66,3.14,3.35,0.0012675721
1AA9BA77277910C9EA72DFD488CFD00D,0,4.66688716,2.785,3.225683482,10.40503392,-1.189416553,0.4937517178,1.32,1.49,1.72,1.82,1.91,2.21,6.21,7.7025,8.172,0.0031135941
895080346C710E28F319B601C4D32A27,0,3.960897561,3.82,0.6288722035,0.3954802483,2.202180745,1.23538155,3.22,3.33,3.46,3.51,3.58,3.68,3.95,4.28,4.45,0.0006070195
1129D4926184E570DA3E91D0B9BC6B87,0,2.683158934,2.61,0.9179160382,0.8425698532,1.827335441,0.2078018034,1.162,1.754,2.13,2.23,2.31,2.46,2.79,3.09,3.286,0.0008860193
78D0ADDFDA45058F16173C092FEAC51E,0,3.814011742,3.5,0.9409589123,0.8854036747,0.5814740522,1.117724905,2.68,2.84,3.11,3.18,3.26,3.39,3.69,4.11,4.652,0.0009082615
DCE646E046BC44652E7A55CEACD2AACC,0,2.022405432,0.06,3.148678415,9.914175762,1.099013187,1.458709697,0.02,0.02,0.03,0.04,0.05,0.05,0.13,3.94,4.73,0.0030392649
547DC45410AAC93310C4DF5BD457EBF5,0,1.27217561,1.22,0.1421241218,0.020199266,1.524804478,1.236278448,1.17,1.17,1.19,1.19,1.2,1.21,1.23,1.26,1.352,0.0001371854
AD5979AF8F51F35C53AB02E476529AAF,0,2.995219941,3.09,0.6932153208,0.4805474809,0.550070276,-0.1440297041,1.721,2.044,2.44,2.57,2.68,2.88,3.26,3.45,3.52,0.0006691268
CA7BB18FCA3977462061AE789E15E1FA,0,3.661398058,3.585,1.417315036,2.008781911,-0.0554321579,0.3271769391,1.3545,1.899,2.428,2.65,2.867,3.22,3.954,4.62,4.85,0.0013680647
C72E7891A08FEB47A78F0BB3A9F9D3B0,0,3.224833333,3.355,2.4207015,5.859795752,-0.5151862244,0.4477440345,0.25,0.32,0.57,0.74,1.017,2.138,4.03,4.9825,5.3,0.0023365845
DataImp_Con1,1,3.818836081,3.71,1.127880908,1.272115343,0.4773324274,0.649696804,2.27,2.49,2.87,2.99,3.13,3.4,4.01,4.48,4.68,0.0010886881
DataImp_Con2,1,3.321739553,3.36,1.26873485,1.609688119,1.164592888,0.6133395844,1.57,1.788,2.11,2.25,2.39,2.792,3.77,4.24,4.41,0.0012246475
DataImp_Con3,1,1.435686275,1.31,0.8343690768,0.6961717562,10.29356438,2.524796202,0.68,0.73,0.82,0.86,0.9,1.106,1.36,1.63,1.712,0.0008053756
DataImp_Con4,1,3.262819767,2.03,2.37296916,5.630982633,-0.561642245,0.7235192333,0.7855,0.96,1.16,1.25,1.37,1.604,3.964,5.2425,5.608,0.0022905108
DataImp_Con5,1,2.4794655,2.03,1.800767024,3.242761874,4.318326933,1.769350685,0.76,0.878,1.03,1.1,1.17,1.48,2.46,3.27,3.67,0.0017381921
DataImp_Con6,1,2.63792695,2.29,1.380227056,1.905026726,7.703043526,2.337290296,1.244,1.55,1.774,1.88,1.96,2.14,2.49,2.87,3.096,0.0013322655
DataImp_Con7,1,1.8998931,1.8,0.5954566049,0.3545685683,15.94644641,2.440607829,1.21,1.3,1.45,1.5,1.56,1.68,1.928,2.18,2.31,0.0005747651
DataImp_Con8,1,3.212580331,1.65,3.14876003,9.914689729,0.3811753646,1.242848021,0.55,0.65,0.81,0.9,0.99,1.29,2.342,5.285,6.498,0.0030393437
DataImp_Con9,1,4.253571429,4.17,1.622332653,2.631963236,-0.2840755412,0.0085035275,1.2805,2.272,2.88,3.22,3.473,3.85,4.552,5.44,5.7,0.0015659582
DataImp_Con10,1,2.329960899,1.99,1.313258,1.724646574,5.450756345,2.021050044,0.981,1.12,1.37,1.465,1.58,1.79,2.23,2.76,3.006,0.0012676236
DataImp_Con11,1,4.064785992,4.01,1.764135525,3.112174151,0.7451028777,-0.3022149968,0.2,1.818,3.22,3.38,3.53,3.818,4.262,4.93,5.366,0.0017028335
